geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
"1049",-23.54530659310986,-46.636994571065735,"sao paulo","SP"
"1021",-23.545167694702489,-46.632248679583284,"sao paulo","SP"
"1018",-23.550218647763327,-46.631879999999995,"sao paulo","SP"
"1044",-23.545751050233726,-46.641326935743578,"sao paulo","SP"
"1025",-23.539920936547933,-46.628347928793204,"sao paulo","SP"
"1004",-23.550115903139222,-46.635121614201687,"sao paulo","SP"
"1023",-23.542602956979636,-46.630942836257084,"sao paulo","SP"
"1028",-23.536027749379617,-46.632878533585306,"sao paulo","SP"
"1155",-23.528788082434055,-46.664404203300826,"sao paulo","SP"
"1150",-23.532255303364266,-46.662756071469765,"sao paulo","SP"
"1123",-23.529307180131543,-46.634905263517879,"sao paulo","SP"
"1139",-23.52076037607479,-46.661384138207694,"sao paulo","SP"
"1104",-23.535218462115523,-46.624612233135231,"sao paulo","SP"
"1130",-23.526638234808676,-46.643809703589291,"sao paulo","SP"
"1151",-23.527788191788307,-46.66030962184773,"sao paulo","SP"
"1140",-23.517930174303164,-46.66742959008009,"sao paulo","SP"
"1120",-23.530760486265766,-46.639216010416,"sao paulo","SP"
"1106",-23.532496356079495,-46.626405663887148,"sao paulo","SP"
"1124",-23.527367392723217,-46.631883489035715,"sao paulo","SP"
"1131",-23.52164183207347,-46.64747554830047,"sao paulo","SP"
"1121",-23.524588477378973,-46.634392141554585,"sao paulo","SP"
"1125",-23.529050497085805,-46.638894321397657,"sao paulo","SP"
"1127",-23.527735040250406,-46.644800160280461,"sao paulo","SP"
"1135",-23.521221031363606,-46.652962934502817,"sao paulo","SP"
"1138",-23.5188254074384,-46.655623598245754,"sao paulo","SP"
"1128",-23.52296856571061,-46.641749282556759,"sao paulo","SP"
"1109",-23.525355372756565,-46.627542230365258,"sao paulo","SP"
"1132",-23.519291804605011,-46.649800896474119,"sao paulo","SP"
"1108",-23.52375957536492,-46.6324154521322,"sao paulo","SP"
"1107",-23.522004902014046,-46.633973658607033,"sao paulo","SP"
"1154",-23.531581183738218,-46.661746814732552,"sao paulo","SP"
"1152",-23.529168932829389,-46.652148460730551,"sao paulo","SP"
"1144",-23.523623507357591,-46.67201579877662,"sao paulo","SP"
"1129",-23.5259237463212,-46.642131776011375,"sao paulo","SP"
"1105",-23.533744232586976,-46.630634862744579,"sao paulo","SP"
"1126",-23.52915073382772,-46.640423362340549,"sao paulo","SP"
"1142",-23.519934305152642,-46.6251300217966,"sao paulo","SP"
"1133",-23.522591105747573,-46.651049014715184,"sao paulo","SP"
"1101",-23.533718588348005,-46.633278362782676,"sao paulo","SP"
"1189",-23.532108255063779,-46.638394701079143,"sao paulo","SP"
"1230",-23.532734734664448,-46.654324449073776,"sao paulo","SP"
"1221",-23.546015329447741,-46.649001960038035,"sao paulo","SP"
"1217",-23.533844773241405,-46.649406636130223,"sao paulo","SP"
"1243",-23.549469779069788,-46.655098297939915,"sao paulo","SP"
"1203",-23.537119379681474,-46.644387438657773,"sao paulo","SP"
"1214",-23.535695813466781,-46.641413138853487,"sao paulo","SP"
"1257",-23.545072173466437,-46.684380577990652,"sao paulo","SP"
"1231",-23.5367081559813,-46.6596418411045,"sao paulo","SP"
"1216",-23.535972856679681,-46.651407002063245,"sao paulo","SP"
"1220",-23.542757999999992,-46.64547398167813,"sao paulo","SP"
"1223",-23.54377251788917,-46.6482729970858,"sao paulo","SP"
"1213",-23.536400280050742,-46.640037588810692,"sao paulo","SP"
"1227",-23.537290117980763,-46.654430898128204,"sao paulo","SP"
"1240",-23.543786942841368,-46.658612094379258,"sao paulo","SP"
"1258",-23.544993101304172,-46.685597180824026,"sao paulo","SP"
"1211",-23.535822235829031,-46.651605049299015,"sao paulo","SP"
"1244",-23.544993363581309,-46.659680223440368,"sao paulo","SP"
"1238",-23.541952694414039,-46.659317621559282,"sao paulo","SP"
"1204",-23.536801152374618,-46.644416271856414,"sao paulo","SP"
"1234",-23.537055499855768,-46.663617220526184,"sao paulo","SP"
"1228",-23.548392796554928,-46.659018341392965,"sao paulo","SP"
"1224",-23.541718547319537,-46.648830661809683,"sao paulo","SP"
"1229",-23.54108734139297,-46.657339202752567,"sao paulo","SP"
"1232",-23.536767374401357,-46.655073131138558,"sao paulo","SP"
"1239",-23.548781693029053,-46.657459811558567,"sao paulo","SP"
"1201",-23.534357259507171,-46.649356297391648,"sao paulo","SP"
"1259",-23.54335652677597,-46.683946373016354,"sao paulo","SP"
"1249",-23.547565948929549,-46.669770433954568,"sao paulo","SP"
"1248",-23.547307547319537,-46.667891551070447,"sao paulo","SP"
"1233",-23.540299470713858,-46.662783605199316,"sao paulo","SP"
"1219",-23.540223573951273,-46.645277138092126,"sao paulo","SP"
"1235",-23.536459718564281,-46.664246786023341,"sao paulo","SP"
"1209",-23.539446764643067,-46.639378335968615,"sao paulo","SP"
"1236",-23.541692195683449,-46.667472625742867,"sao paulo","SP"
"1206",-23.535535799324883,-46.643052028305178,"sao paulo","SP"
"1207",-23.536840620318525,-46.640393035807016,"sao paulo","SP"
"1242",-23.547526626983625,-46.655803272693156,"sao paulo","SP"
"1208",-23.540822507357582,-46.6397147149576,"sao paulo","SP"
"1255",-23.545782460730543,-46.681198260892167,"sao paulo","SP"
"1225",-23.540647147727171,-46.648251782670506,"sao paulo","SP"
"1252",-23.541732051907161,-46.677108415488476,"sao paulo","SP"
"1237",-23.544317693577312,-46.669822799209321,"sao paulo","SP"
"1200",-23.531567773241413,-46.649869077846418,"sao paulo","SP"
"1250",-23.548106335564583,-46.672550838046092,"sao paulo","SP"
"1246",-23.552590693865781,-46.6664048798257,"sao paulo","SP"
"1262",-23.550856391462712,-46.677351848925362,"sao paulo","SP"
"1253",-23.543207969732912,-46.680244701079125,"sao paulo","SP"
"1303",-23.550011329447742,-46.648182405216687,"sao paulo","SP"
"1310",-23.556926913670807,-46.6615417904381,"sao paulo","SP"
"1323",-23.56360092810872,-46.640968915414341,"sao paulo","SP"
"1321",-23.558961038576957,-46.640891885798318,"sao paulo","SP"
"1333",-23.56356993894623,-46.651842167089811,"sao paulo","SP"
"1314",-23.550271219805026,-46.641530430203645,"sao paulo","SP"
"1331",-23.562327520947594,-46.6503277425703,"sao paulo","SP"
"1307",-23.549360699694148,-46.654124416873458,"sao paulo","SP"
"1318",-23.565038102689151,-46.647316335420342,"sao paulo","SP"
"1322",-23.564189902302505,-46.643569637255418,"sao paulo","SP"
"1308",-23.555182505135885,-46.652262344018681,"sao paulo","SP"
"1306",-23.55433380183505,-46.649673639188649,"sao paulo","SP"
"1301",-23.550812799901816,-46.655258029690167,"sao paulo","SP"
"1302",-23.547650962519555,-46.643577475157265,"sao paulo","SP"
"1312",-23.553646009435059,-46.648277852905508,"sao paulo","SP"
"1316",-23.552981580904842,-46.639773890645728,"sao paulo","SP"
"1317",-23.562810947727119,-46.645380492220141,"sao paulo","SP"
"1313",-23.556513287803007,-46.650253197291512,"sao paulo","SP"
"1324",-23.551359454065434,-46.643390754775311,"sao paulo","SP"
"1327",-23.565219296699166,-46.645151725373594,"sao paulo","SP"
"1304",-23.552179449622038,-46.652991998615015,"sao paulo","SP"
"1332",-23.559874596168275,-46.65312715543304,"sao paulo","SP"
"1326",-23.558908285042403,-46.645172078538891,"sao paulo","SP"
"1315",-23.552592988343235,-46.640683387327527,"sao paulo","SP"
"1325",-23.56040415015292,-46.644090700386649,"sao paulo","SP"
"1329",-23.563145744936218,-46.646618798920848,"sao paulo","SP"
"1330",-23.556817623925213,-46.649860836257069,"sao paulo","SP"
"1311",-23.560566359426364,-46.657610428674438,"sao paulo","SP"
"1305",-23.556083049685473,-46.658022684978974,"sao paulo","SP"
"1320",-23.557337937272795,-46.638777493623351,"sao paulo","SP"
"1328",-23.555429412718521,-46.645337792255759,"sao paulo","SP"
"1402",-23.584066912127032,-46.669980670377477,"sao paulo","SP"
"1409",-23.5613664276935,-46.657593869005645,"sao paulo","SP"
"1411",-23.568546850380155,-46.664833135965452,"sao paulo","SP"
"1452",-23.568831530798359,-46.691994393648031,"sao paulo","SP"
"1423",-23.568918203156603,-46.656995139736914,"sao paulo","SP"
"1417",-23.48850962531019,-46.714606281435714,"sao paulo","SP"
"1408",-23.569438714409333,-46.663421291419027,"sao paulo","SP"
"1455",-23.580690704974273,-46.68751888037395,"sao paulo","SP"
"1401",-23.569747571977178,-46.651003571977185,"sao paulo","SP"
"1410",-23.558595737434405,-46.656570755352227,"sao paulo","SP"
"1453",-23.583435663338896,-46.686462700386649,"sao paulo","SP"
"1415",-23.551840037191976,-46.654553095475791,"sao paulo","SP"
"1416",-23.559510394944919,-46.667063901754247,"sao paulo","SP"
"1445",-23.568346382739897,-46.689105430896134,"sao paulo","SP"
"1424",-23.568162359426371,-46.661178928674438,"sao paulo","SP"
"1422",-23.559784417710169,-46.666079261036394,"sao paulo","SP"
"1419",-23.557767998615013,-46.662673347769605,"sao paulo","SP"
"1420",-23.568518137659431,-46.651915325696827,"sao paulo","SP"
"1451",-23.583489065785624,-46.685080550926223,"sao paulo","SP"
"1446",-23.575692782128208,-46.676569756592983,"sao paulo","SP"
"1454",-23.582148872612336,-46.686380631831049,"sao paulo","SP"
"1426",-23.562597147293015,-46.669688076217163,"sao paulo","SP"
"1405",-23.566964123780973,-46.656982707195972,"sao paulo","SP"
"1435",-23.579681908967608,-46.669631772693144,"sao paulo","SP"
"1449",-23.576292199001667,-46.681423103525873,"sao paulo","SP"
"1425",-23.572330354982963,-46.660823276992318,"sao paulo","SP"
"1430",-23.881629353829144,-46.643818799723405,"sao paulo","SP"
"1404",-23.56994326977895,-46.657093704685806,"sao paulo","SP"
"1442",-23.56370226740048,-46.675290856982791,"sao paulo","SP"
"1407",-23.578480099919197,-46.675167506520872,"sao paulo","SP"
"1418",-23.563121735100221,-46.656566708353616,"sao paulo","SP"
"1472",-23.57054369248079,-46.691296679439048,"sao paulo","SP"
"1443",-23.567508650008691,-46.684718057995354,"sao paulo","SP"
"1428",-23.576461470165608,-46.659331492786627,"sao paulo","SP"
"1434",-23.577917008598334,-46.669452601159932,"sao paulo","SP"
"1457",-23.578835500692495,-46.690928203993316,"sao paulo","SP"
"1448",-23.577416696087479,-46.678174821397647,"sao paulo","SP"
"1456",-23.578504155433034,-46.690118296987634,"sao paulo","SP"
"1432",-23.574420691644068,-46.66422198695826,"sao paulo","SP"
"1489",-23.576649988891479,-46.687400047752156,"sao paulo","SP"
"1450",-23.574925477927227,-46.685051999999985,"sao paulo","SP"
"1440",-23.564485277829039,-46.674418610595005,"sao paulo","SP"
"1438",-23.570325577009708,-46.672992580500818,"sao paulo","SP"
"1444",-23.605675658895493,-46.745444682209012,"sao paulo","SP"
"1436",-23.572650803768283,-46.667717046078778,"sao paulo","SP"
"1447",-23.572517679150593,-46.680710766460734,"sao paulo","SP"
"1439",-23.566283267268794,-46.673403694154217,"sao paulo","SP"
"1431",-23.578166638380594,-46.662882818512131,"sao paulo","SP"
"1437",-23.570954718275821,-46.669696428530223,"sao paulo","SP"
"1526",-23.566902129609357,-46.6300592031566,"sao paulo","SP"
"1509",-23.567590529834394,-46.635451507213368,"sao paulo","SP"
"1504",-23.563758583126539,-46.638992101159928,"sao paulo","SP"
"1536",-23.562539632394429,-46.622343972359054,"sao paulo","SP"
"1535",-23.569618023313524,-46.624900782272427,"sao paulo","SP"
"1511",-23.555682314184306,-46.633099912862747,"sao paulo","SP"
"1534",-23.562847403831721,-46.623911263546532,"sao paulo","SP"
"1514",-23.553064354682615,-46.627686255804953,"sao paulo","SP"
"1529",-23.569353157366287,-46.636900140025368,"sao paulo","SP"
"1539",-23.573782561198005,-46.620580667089811,"sao paulo","SP"
"1532",-23.572060847625384,-46.636136837497816,"sao paulo","SP"
"1542",-23.570811051907171,-46.62114560866177,"sao paulo","SP"
"1548",-23.578346556754592,-46.614710870390624,"sao paulo","SP"
"1543",-23.575755845951942,-46.620096255063771,"sao paulo","SP"
"1544",-23.576922503462445,-46.622911919095145,"sao paulo","SP"
"1523",-23.563663794621689,-46.619290911881784,"sao paulo","SP"
"1518",-23.558930444630374,-46.622923737578617,"sao paulo","SP"
"1510",-23.556198656673789,-46.633447482514867,"sao paulo","SP"
"1537",-23.569022776299825,-46.621990666657119,"sao paulo","SP"
"1531",-23.570124170696488,-46.632655158607037,"sao paulo","SP"
"1549",-23.577321268942242,-46.617084848462092,"sao paulo","SP"
"1533",-23.572198540106172,-46.639131098245755,"sao paulo","SP"
"1525",-23.567008903139218,-46.637528747013683,"sao paulo","SP"
"1520",-23.559238666108847,-46.618318879969941,"sao paulo","SP"
"1550",-23.57203616319466,-46.615212267413035,"sao paulo","SP"
"1541",-23.568722298084143,-46.618800923971243,"sao paulo","SP"
"1545",-23.581373061053768,-46.6178758329102,"sao paulo","SP"
"1522",-23.55916467499565,-46.615466918258427,"sao paulo","SP"
"1508",-23.560146072450721,-46.633346125858445,"sao paulo","SP"
"1519",-23.56007528864907,-46.621829901754253,"sao paulo","SP"
"1547",-23.582023554532892,-46.623222450458769,"sao paulo","SP"
"1521",-23.560123818771931,-46.620808223844385,"sao paulo","SP"
"1530",-23.586145389375964,-46.727960290673217,"sao paulo","SP"
"1502",-23.554983248398671,-46.635699052888121,"sao paulo","SP"
"1551",-23.576649380518187,-46.612162325696836,"sao paulo","SP"
"1540",-23.564614201223375,-46.620498300305826,"sao paulo","SP"
"1528",-23.563268623088483,-46.625678067718873,"sao paulo","SP"
"1513",-23.556895554532897,-46.63100370483005,"sao paulo","SP"
"1527",-23.563144561198005,-46.626580141554584,"sao paulo","SP"
"1524",-23.5670455434244,-46.616111999999987,"sao paulo","SP"
"1512",-23.553644898695822,-46.632618895781633,"sao paulo","SP"
"1552",-23.573835900917526,-46.611013372900786,"sao paulo","SP"
"1553",-23.574303075735134,-46.609682542150871,"sao paulo","SP"
"1516",-23.559484661953917,-46.614462060649728,"sao paulo","SP"
"1517",-23.560247933666105,-46.624831454209655,"sao paulo","SP"
"2019",-23.498261999999997,-46.62855053996195,"sao paulo","SP"
"2069",-23.506887635581975,-46.614340880518192,"sao paulo","SP"
"2067",-23.505895624473467,-46.606389972935553,"sao paulo","SP"
"2020",-23.499083916977654,-46.632266471919969,"sao paulo","SP"
"2075",-23.502028505135893,-46.600349672918171,"sao paulo","SP"
"2012",-23.508361230285661,-46.627524189686355,"sao paulo","SP"
"2076",-23.50692178074323,-46.5989496135092,"sao paulo","SP"
"2034",-23.50412273877685,-46.624607531165196,"sao paulo","SP"
"2021",-23.499439994171624,-46.63380353274858,"sao paulo","SP"
"2080",-23.497817720785982,-46.606574231750244,"sao paulo","SP"
"2066",-23.508759080212354,-46.602973042876144,"sao paulo","SP"
"2085",-23.4974436813723,-46.612609087021667,"sao paulo","SP"
"2030",-23.504769581649203,-46.624703032313839,"sao paulo","SP"
"2064",-23.519807581453097,-46.5960457342604,"sao paulo","SP"
"2029",-23.510936587354013,-46.620089338902929,"sao paulo","SP"
"2060",-23.51886128198398,-46.603822803912522,"sao paulo","SP"
"2054",-23.516362550377956,-46.605692498615007,"sao paulo","SP"
"2072",-23.500810509290833,-46.604271960586324,"sao paulo","SP"
"2018",-23.493511048012017,-46.63106708174157,"sao paulo","SP"
"2043",-23.490223040798668,-46.617325585896488,"sao paulo","SP"
"2074",-23.509075809596666,-46.59346383582438,"sao paulo","SP"
"2038",-23.498570493479132,-46.6233534590571,"sao paulo","SP"
"2016",-23.500977634690621,-46.62712333406575,"sao paulo","SP"
"2040",-23.489022991949913,-46.621866902994988,"sao paulo","SP"
"2051",-23.512267739107838,-46.608748030526876,"sao paulo","SP"
"2041",-23.490102321397661,-46.619729989728206,"sao paulo","SP"
"2039",-23.49231066388715,-46.6205286217035,"sao paulo","SP"
"2073",-23.501230323619367,-46.607510383432377,"sao paulo","SP"
"2082",-23.494670727999349,-46.609653122396004,"sao paulo","SP"
"2033",-23.502153793496511,-46.616881012493472,"sao paulo","SP"
"2013",-23.5030857485429,-46.633822941716204,"sao paulo","SP"
"2079",-23.500366826533551,-46.602640598245742,"sao paulo","SP"
"2037",-23.499986521784315,-46.618730413266775,"sao paulo","SP"
"2083",-23.495520855675451,-46.599274267557256,"sao paulo","SP"
"2068",-23.503208091869109,-46.613024513041729,"sao paulo","SP"
"2071",-23.503137537336215,-46.609684480437394,"sao paulo","SP"
"2047",-23.518363892867441,-46.614208725229389,"sao paulo","SP"
"2078",-23.502460609498485,-46.593745889809028,"sao paulo","SP"
"2044",-23.495680823475141,-46.618946706907515,"sao paulo","SP"
"2084",-23.495675029141907,-46.59947756924808,"sao paulo","SP"
"2055",-23.512952943937883,-46.6083024672514,"sao paulo","SP"
"2042",-23.488022399388317,-46.619001502365919,"sao paulo","SP"
"2045",-23.494406023962647,-46.617320553160994,"sao paulo","SP"
"2036",-23.50210750375091,-46.621961276992323,"sao paulo","SP"
"2046",-23.487747845422021,-46.61152878400604,"sao paulo","SP"
"2081",-23.496647217871789,-46.6050361851232,"sao paulo","SP"
"2052",-23.509466926452752,-46.606867502077456,"sao paulo","SP"
"2031",-23.515068997456972,-46.6253165150725,"sao paulo","SP"
"2028",-23.507518452680468,-46.6174707485429,"sao paulo","SP"
"2065",-23.50172637108313,-46.602397760747934,"sao paulo","SP"
"2077",-23.501001111575953,-46.596263276011364,"sao paulo","SP"
"2011",-23.501902770272526,-46.626229169812845,"sao paulo","SP"
"2032",-23.5107769477988,-46.623908427703562,"sao paulo","SP"
"2053",-23.510427444341925,-46.601179499884438,"sao paulo","SP"
"2009",-23.515799103830265,-46.641139090971357,"sao paulo","SP"
"2089",-23.517094484592331,-46.616673100755904,"sao paulo","SP"
"2088",-23.504240259718841,-46.620742066583865,"sao paulo","SP"
"2150",-23.495750203445063,-46.56850788842403,"sao paulo","SP"
"2133",-23.500291464048765,-46.585615159039705,"sao paulo","SP"
"2167",-23.522903946448046,-46.581804097581909,"sao paulo","SP"
"2188",-23.507509473772288,-46.565657135581972,"sao paulo","SP"
"2138",-23.495651601996659,-46.575827225085149,"sao paulo","SP"
"2134",-23.499318080212344,-46.578124372468125,"sao paulo","SP"
"2176",-23.512267843470436,-46.573704732731194,"sao paulo","SP"
"2117",-23.52019456333894,-46.593538927981854,"sao paulo","SP"
"2119",-23.513593871775623,-46.592991157366278,"sao paulo","SP"
"2131",-23.502810708580956,-46.581761933117846,"sao paulo","SP"
"2124",-23.506364755756259,-46.580663755756269,"sao paulo","SP"
"2129",-23.505215699694162,-46.589459867332209,"sao paulo","SP"
"2132",-23.498331454065436,-46.580414500692484,"sao paulo","SP"
"2110",-23.521888430146451,-46.593742256790541,"sao paulo","SP"
"2135",-23.498807971146547,-46.573631134485446,"sao paulo","SP"
"2127",-23.50238052178431,-46.582730947544576,"sao paulo","SP"
"2114",-23.522853341941218,-46.591779583674807,"sao paulo","SP"
"2177",-23.511112774078125,-46.569762167638061,"sao paulo","SP"
"2126",-23.506858079375625,-46.591623435051083,"sao paulo","SP"
"2169",-23.519327181680236,-46.575807226350427,"sao paulo","SP"
"2123",-23.510773697472448,-46.578048280743232,"sao paulo","SP"
"2128",-23.50399490536093,-46.5946382411853,"sao paulo","SP"
"2179",-23.519501612268439,-46.567310496104845,"sao paulo","SP"
"2174",-23.523062564007805,-46.571896796792231,"sao paulo","SP"
"2186",-23.513354832361941,-46.568773471146557,"sao paulo","SP"
"2137",-23.501769233971956,-46.571873207600007,"sao paulo","SP"
"2185",-23.512283612268444,-46.567823039961937,"sao paulo","SP"
"2180",-23.519973185123206,-46.5659400380287,"sao paulo","SP"
"2111",-23.515789212043405,-46.591976393704172,"sao paulo","SP"
"2187",-23.515125715794323,-46.564899501384964,"sao paulo","SP"
"2121",-23.511813537884478,-46.589215274770623,"sao paulo","SP"
"2190",-23.5099120335853,-46.563186887039052,"sao paulo","SP"
"2143",-23.507992298920861,-46.575217069103857,"sao paulo","SP"
"2122",-23.513172191788303,-46.582639621847719,"sao paulo","SP"
"2115",-23.526499508561297,-46.591885935036089,"sao paulo","SP"
"2118",-23.51661167998731,-46.594764581597332,"sao paulo","SP"
"2125",-23.507957137111184,-46.58846138051819,"sao paulo","SP"
"2113",-23.515287964978842,-46.587344652368557,"sao paulo","SP"
"2166",-23.525060091869104,-46.583738219401,"sao paulo","SP"
"2175",-23.516718741284578,-46.574457261943351,"sao paulo","SP"
"2116",-23.522700069940573,-46.587545758814677,"sao paulo","SP"
"2145",-23.501495536211031,-46.565292913266774,"sao paulo","SP"
"2151",-23.493537729684284,-46.566491575587079,"sao paulo","SP"
"2146",-23.500957023313518,-46.570882263950573,"sao paulo","SP"
"2144",-23.505075172949205,-46.570836056755617,"sao paulo","SP"
"2142",-23.509860072593554,-46.57548531556786,"sao paulo","SP"
"2251",-23.479894623925205,-46.595511282820695,"sao paulo","SP"
"2246",-23.491913479600669,-46.602003860811351,"sao paulo","SP"
"2223",-23.478721040250406,-46.581089160280477,"sao paulo","SP"
"2225",-23.480339500692484,-46.575863140717864,"sao paulo","SP"
"2204",-23.483740588954927,-46.5898570932541,"sao paulo","SP"
"2235",-23.479438693865774,-46.5790147857349,"sao paulo","SP"
"2245",-23.48347746211553,-46.605991751457083,"sao paulo","SP"
"2243",-23.490838435195322,-46.598357844711195,"sao paulo","SP"
"2208",-23.481015747157919,-46.585466445178625,"sao paulo","SP"
"2222",-23.484630300305838,-46.57788816694557,"sao paulo","SP"
"2232",-23.476190144324534,-46.561091238415337,"sao paulo","SP"
"2203",-23.491692314184302,-46.590245324311837,"sao paulo","SP"
"2250",-23.486549521784305,-46.594692282820688,"sao paulo","SP"
"2238",-23.470198090315531,-46.564841092885828,"sao paulo","SP"
"2261",-23.467359865947238,-46.577159921316849,"sao paulo","SP"
"2267",-23.476432798776631,-46.598178216486815,"sao paulo","SP"
"2270",-23.472793571469776,-46.594647413959251,"sao paulo","SP"
"2227",-23.483253583126537,-46.569258712187626,"sao paulo","SP"
"2273",-23.458867830366749,-46.585746270534052,"sao paulo","SP"
"2244",-23.490473961423032,-46.606391665272113,"sao paulo","SP"
"2229",-23.479291183738219,-46.567876185267423,"sao paulo","SP"
"2215",-23.491089052455425,-46.585081880518196,"sao paulo","SP"
"2228",-23.480055932281125,-46.569816911189314,"sao paulo","SP"
"2254",-23.4851179664147,-46.59617458979163,"sao paulo","SP"
"2218",-23.486735252842074,-46.584080124761911,"sao paulo","SP"
"2247",-23.484890608661765,-46.6021051866524,"sao paulo","SP"
"2226",-23.484632448237065,-46.571918584511508,"sao paulo","SP"
"2274",-23.46824404524207,-46.585030834727874,"sao paulo","SP"
"2220",-23.490745910352587,-46.577943838190322,"sao paulo","SP"
"2276",-23.459902378084543,-46.584496117032529,"sao paulo","SP"
"2242",-23.488133029141906,-46.607659957123857,"sao paulo","SP"
"2221",-23.481978422701832,-46.580587533441083,"sao paulo","SP"
"2279",-23.460480827370279,-46.57585219747245,"sao paulo","SP"
"2249",-23.491082954757932,-46.595188414651751,"sao paulo","SP"
"2237",-23.465030804605014,-46.569588285879107,"sao paulo","SP"
"2258",-23.476235364418031,-46.582106647238732,"sao paulo","SP"
"2236",-23.474632525679453,-46.568940746061386,"sao paulo","SP"
"2205",-23.489101697472453,-46.588590769778953,"sao paulo","SP"
"2241",-23.490518793784968,-46.60742305591787,"sao paulo","SP"
"2219",-23.487935688874106,-46.5808627924,"sao paulo","SP"
"2257",-23.471724195943249,-46.585171309192631,"sao paulo","SP"
"2230",-23.482748273385631,-46.56490113044606,"sao paulo","SP"
"2210",-23.486539526227716,-46.579267755063768,"sao paulo","SP"
"2211",-23.497022021928537,-46.59590298182237,"sao paulo","SP"
"2280",-23.454232910352587,-46.573833091032391,"sao paulo","SP"
"2278",-23.463538962259747,-46.581820674851407,"sao paulo","SP"
"2253",-23.479545520399327,-46.596922621847725,"sao paulo","SP"
"2281",-23.449178934155494,-46.574350949321804,"sao paulo","SP"
"2248",-23.48220703719198,-46.6000034089676,"sao paulo","SP"
"2255",-23.475970131831055,-46.591459223844389,"sao paulo","SP"
"2277",-23.462749791563269,-46.582001800998313,"sao paulo","SP"
"2272",-23.469863154596318,-46.587853052599641,"sao paulo","SP"
"2271",-23.468912247420523,-46.58807266436532,"sao paulo","SP"
"2282",-23.445621849010362,-46.567470624761924,"sao paulo","SP"
"2224",-23.481351072998994,-46.567048185815686,"sao paulo","SP"
"2275",-23.465097152256586,-46.590503021857714,"sao paulo","SP"
"2233",-23.475384900917529,-46.564339557591325,"sao paulo","SP"
"2209",-23.485064826913266,-46.582361266745551,"sao paulo","SP"
"2212",-23.494525155981307,-46.588410083819042,"sao paulo","SP"
"2288",-23.432886000000003,-46.571323499999991,"sao paulo","SP"
"2260",-23.469302576551907,-46.575504869341053,"sao paulo","SP"
"2213",-23.492873252842081,-46.584541157510522,"sao paulo","SP"
"2202",-23.493126080212345,-46.594365978071444,"sao paulo","SP"
"2262",-23.466686050233726,-46.575877107132555,"sao paulo","SP"
"2216",-23.494534007655435,-46.5778358295101,"sao paulo","SP"
"2268",-23.468822748542905,-46.593417729672773,"sao paulo","SP"
"2207",-23.485869985284822,-46.590661634745238,"sao paulo","SP"
"2239",-23.483926269699744,-46.608670039541266,"sao paulo","SP"
"2252",-23.479316999999995,-46.5904340471753,"sao paulo","SP"
"2240",-23.480147818483477,-46.604095532892806,"sao paulo","SP"
"2290",-23.543294842250162,-46.630743191493572,"sao paulo","SP"
"2284",-23.469703196411846,-46.568682720835511,"sao paulo","SP"
